polarity;text
netral;ayodong drop tebak2an lg seru juga yg kaya icon2 gitu
sad;"""Tidak perlu mencari alasan kesana dan kemari, bicarakan saja jika kamu sudah tidak ingin melanjutkan hubungan ini, karena siap atau tidak siapnya aku, kamu juga akan"""
netral;Disini ada yg pernah dapet panggilan tes dari shopee di sopodel tower mega kuningan untuk bagian warehouse?
netral;Ada yg punya kenalan kerja jd teller/cs bank ga ya disini?
love;"""Those who were born repulsive, mostly found love as the driving force behind their action towards the one they loved. """
netral;"""Btw mau nanya, kalian yg cowo umur 20an prefer punya pacar yg jarak umurnya jauh atau ga?"""
sad;"""Gw tuh akrab banget sama temen di sosmed tp canggung kalo ketemu, wkwk"""
netral;kalian malu ga kalau ketauan sama temen main app anon?
netral;Ada yg mau cium komedo aku ga? M
sad;"""Tiap hari sih chatan, tapi giliran kaya gini posisi dimana gue lagi butuh seseorang dia malah ngilang. Jadi uat mikir dua kali"""
netral;Ayo fc? F18 biar ga disangka cowok tapi siapa juga yang mau ngeayoin.
sad;"""Skypecall kuy girls.. gabut krn insom, bebas deh mau curhat apa aja dan mau ngobrol apa aja terserah. Sampe sahur pun jg gpp, woles. M24, deep voice."""
netral;Pillow chat sampe ketiduran? Why yes. -M24
joy;"""Gua kalo nanti ada yg deketin dan ngajak serius gamau cerita2 ke temen ah, biarin aja dia ngeledekin gua jomblo2 terus. Nanti tiba2 gua ngundang mereka ke lamaran aja"""
sad;i don't think my dream will come true... so i make another one.
netral;Telfonan temenin sampe ketiduran sini -M
sad;Kenapa ya suka bgt jilmek :(
netral;Ada yang mau jadi orang ke20 yang baper sama gua?
joy;chatt yuk bebas heheu -f17
netral;Kira2 teriakan cowo pas malam pertama gmn ?
sad;"""Temen gue kena musibah, terus dia nangis dipelukan gue. Gue jadi ikut sedih soalnya kaki gue diinjek. M"""
netral;Ayo call line? Gabut. m clean
netral;"""Freecall? Deeptalk? Malem ini aja, abis itu udah. M28"""
netral;Cowo besok berkeluarga pengen punya anak berapa coba jawab
confused;Bokap udah gabisa nafkahin gue harus gimana
sad;"""kalo pacar kerumah jam 10 udah dikodein suruh pulang sama emak/babeh. tapi giliran sahabat cowok yang emang udah kenal banget, jam segini malah ditawarin makan dulu."""
netral;"""Gue gak suka es krim, tapi barusan liat iklan cornetto silver queen jadi penasaran."""
fear;"""yg di bandung nntn brightburn yu, gua m20 nntn di king(s landing ) aja, cgv terbaru , gua pemalu takut diliat banyak orng jadi nntn di tmpt yg baru buka"""
sad;"""Jam segini dengerin lagu waka waka e e, aku kenapa deh. """
sad;"""Kenapa selalu ada rasa sedih, pengen nangis tapi gatau apa penyebabnya si anyinkkkkk"""
netral;Chat? Tp gua gak bisa cari topik. M
sad;AKANG UPI KACAMATAAN MANA NIH AING BARU BUKA TELL LAGI :((((((
netral;"""fr yukkk, sampe ngantuk. f"""
joy;Anak nya dikit ajaa. Bikinnya yg banyak.
netral;Apakah bikin orang gemes termasuk perbuatan tidak terpuji?
netral;"""Kadang gue kepengen punya kakak, yg bisa bantuin ngerjain tugas, yg bisa di jadikan temen curhat, maen game, nemenin telfonan, tp ada yg mauga jadi kaka gue ? M20."""
confused;jadi gini memori telpon gua udh hampir abis gua bingung mindahin semua foto2 sm video gua kemana
sad;gue pgn bgt make up biar pede buat kereunian nanti:')
netral;kenapa banyak orang suka berasumsi kalo orang yang deket sama dia baper? padahal orang yang dia kira baper emang baik sama semua orang? ??
netral;perempuan yg bisa gitaran upload coverannya kemari dong!
joy;"""para ladies yang lagi pengen, chat sini. m"""
netral;Kalau mandi jam segini batal puasa ga? M
sad;We're smiling but we're close to tears
love;"""Jujur gw sbg cowo ga peduli lu gendut / kurus sumpah kalo kita udah sayang mah yg ky gitu gapeduli, udah syg makan aja itu es krim pizza baso burgernya gausah takut gendut!"""
sad;"""Ini knpa si laptop gw eror, jd pas mau ngetik password gt gak bisa di klik :( """
netral;Ada F yg suka di oral? Chat dong
netral;fc yuk clean kali aja ada cwek mau m24
netral;Sekarang cewe kalo berkeluarga pengen punya anak berapa
joy;Cewek yang jago main gitar kirimin ke gue dong coveran lagunya.??
netral;gimana puasa kalian banyak yang batalkah?
sad;"""okay... saya berkutit dengan tugas, sarungan, pake kaos. gtu aja terus setiap malam -,-"""
sad;"""Pacaran yuk?wkwk. Tapi gue gondrong trus muka gue seren katanya, m19"""
sad;Sahurnya disuruh order. Order apa ya? Mcd? Bosen tapi:(
sad;gue butuh spoiler GoT please
anger;"""Kenapa sih lu block gue tb2 gue gasalah apa2an woi gue tidak kriminal thdp keluarga elu,tidak mencuri kerudung ibu lu,dan lain2-f18"""
joy;Pejuang kuota malem????
netral;Ada yang gabut? Fc yuk. M22
anger;Ngeluh di Apps anon gak ketemu jawabannya.. Yg ada cuma orng pandai bacod dan sok ahli. wkwkwk
netral;Pillowtalk anyone? M21 here hehe
netral;ehh kalo line gue di block sm org trs org itu ganti dp line tetep muncul di recent updates gue ga si?
netral;Skype or line call m22..
joy;"""Memang yg haram itu mudah.. kalo BU cewe tinggal jual diri, Kalo cowo tinggal jual narkoba,jd kurirnya dll.. halal itu berat,maka dr itu kita harus berjuang :)"""
netral;"""Chat yuk, first time main app tell, masih polos, mantan alter. M"""
netral;Ada F yg mau di jilmek ga? Chat dong
netral;"""Kuncir rambut dl,oke. M19"""
joy;Enaenaenaenaenaenaena
sad;Hmm bete chat asik yuk . M here yang gitulah paham
anger;Ga peka lo! Gue lagi sangee anjir
anger;Bull s h i t ????????????
sad;"""Gatau ah capek, pengen dipeluk. """
sad;Kyknya baru beberapa bulan yg lalu curhat lg suka sm cowo trus sekarang curhat lg dgn topik yg sm tp beda subjeknya??dasar aku
joy;"""Ada f Depok yg free besok, temenin nontn yuk.."""
joy;Untung saya nggak ganteng
netral;F chat gua.. Gua mau vc dan telponan M19
netral;"""ketik """" Saya gatau harus bagaimana lagi"""" pake bahasa daerah anda"""
netral;Adakah f 15 sampe 17?? Klo ada pc ya m here
sad;Dan kegabutanku masih bertahan sampe sekarang
sad;Sepi amat mending chat gua dah. M
joy;You can talk (or call) everything to me. It is okay. M ??
netral;Ada F yg domisilinya di jaktim ga? Chay kuy
netral;Kenapa eksperimen skala atomik dapat menunjukan terjadinya dilatasi waktu? Tell me why~~~~
sad;puasa gue banyak batalnya
netral;Kalo ga ada benefit mending cau
netral;** yu h0rny nih ajarin tapi -f18
netral;Jawab jujur. Kapan terakhir kalian salam tangan ke ibu?
sad;Besok masih ukk ya Rabb):
confused;Bisa kagak ya nanti jawab pelajaran fisika. Asli gw kagak tau dah
netral;https://line.me/R/ti/g/6dj_cI5XL_
joy;"""Enakin gw dong ada feedback ko gw M, yg domisili jkt dpok chat yaa khusus F"""
netral;M24/180 bisa ngobrolin apa aja sampe ketiduran
joy;Hit me up through chat. Talk everything you want. F20.
sad;Boleh gaksi gua ngeluh gua keganggu sama renovasi musolah deket rumah gua yang jam segini? Huf berisik:(
sad;Jeremy Zucker dan Chelsea Cutler emang paling bisa bikin galau.
disgusted;"""Cowo kayaknya anti banget ya chat sesama cowo, makanya pake embel2 """"M"""" di belakang. Padahal, banyak hode yang mengincar gender """"M"""" itu buat ena2. """
sad;Cant sleep :( gettin sweat cause of pln (mati lampu) cepetan idupp
netral;ada yang bisa roleplay gakk? f 21 here
anger;Aku gasuka ya tadi kamu ajak chat eh malah kamu yang ketiduran
joy;"""anon dari sini, move chat dan awet alhamdulillah kalo saling respon ramah tuh, jadi bisa berteman :) -m"""
netral;m21 bandung. ayo chat malam malam
anger;Temen SMP gue yg pernah ngajak gue visies terus tiba tiba pergi gt aja gue di block setelah dia puas. Minta minta maaf di ig. Nanyain kontak gue ke temen gue yg lain. Basi.
joy;Vc yukkk f yg pgn mumpung sepi hehe
netral;"""Yang tak wajar itu, kamu menspesialkan semua perempuan yang kau dekati, ingat ya, spesial itu tertentu bukan beregu. -01.09 iya iya ini terakhir buat malam ini"""
sad;Kangeeeeeen bangeeeeeeeeet
sad;"""Kangen dengerin lagu asking alexandra, pierce the veil, sleeping with sirens, mcr, all time low, bmth sama bvb. Adakah yang masih dengerin lagu band-band di atas?"""
joy;"""many people say i should be happy, well i am happy right now. 'Being happy' doesn't mean i had to have a boyfriend. spending time with my close friends its more than enough"""
joy;"""Rp yuk,tp dirrtyy wkwk M20"""
joy;Salah gak sih kalo gue ngerasa lebih segalanya dari kalian semua disini? hehe....
love;i know if you dont but if i ask you if you love me i hope you laaaaalalala lie to meeee
joy;MUTUALAN DI TWITTER WOIII -f
sad;Gua kenapa jadi kangen pacar orang ya. Gua m
sad;Ya allah kaget pas ngaca ada raziaan jerawat
sad;"Main sendiri gaenak bgt ish;("
joy;chat dong yg f males scroll nih. m21manisloh hehe
anger;Menyesal ku menerima mu lagi setulus hati ku kira kau berubah ternyata tidak koentoel WKWKWK ASTAGFIR SABAR ANJAY
sad;Ini gua abis nangis2 gajelas gara2 pms dan gabisa tidur sekarangg:( padahal ntar sahur sama masuk kantor jam setengah 8????
sad;"""Jadi ceritanya gue pengen ngobrol nih, lagi suntuk, mumet, ada yang mau freecall? Gue m28 btw."""
netral;Percaya tidak? kalau dilan itu aku.
sad;"""Yakinnya dia punya temen chat selain gue, dan dia juga berprilaku ke org lain sama layaknya ke gue :) i know,tp kenapa gue masi aja ngejaga perasaan dia atas sglnya:( f22"""
sad;You are the one but you were born to say goodbye:(
netral;"""W nntn ups salah locationnya susukan, td ada anon loc itu jg itu dmn yaaa"""
netral;Nggg taken for granted tuh kalo di indonesiain apa ya
sad;"""Heeeuuu tiba-tiba pen kisseuu, tp maunya sama si mas mantan :(((("""
netral;ayo chatingan? freecallan juga gas asal kamu mau curhat mah. m
sad;"""butuh partner F buat foto euy. (khusus tangerang/jakarta) jangan ngeres dulu ya, yang tertarik dan mintan penjelasan bisa pc atau komen."""
sad;"""hey, mama, don't stress your mind/we coming home tonight/hey, mama, we gonna be alright dry those eyes."""
sad;"""so go ahead and break my heart again, leave me wondering why the hell i ever let u in"""
netral;Yang nanya umpn Jakarta pendaftaran dibuka mulai besok gengs
joy;"""ADA IBU IBU ANJAY, ADA BAPA BAPA ANJAY, ADA TANTE TANTE ANJAY"""
fear;Gw berasa trauma rasnya ketemu anon sini chat trs fc 6 menit trs dia mesum parah gw takut
netral;"""Hey male, Would you to talk? I'll whispering you"""
love;"""and i was born, to tell you i love you"""
sad;Sbnrnya biaya kuliah ptn sama pts tuh ga beda jauh gasi? Knp sampe ada yang rela gapyear ampe 2 -3 taun gt sayang wktunya
sad;Saranin lagu yang enak didenger pas suasana melow gt dong gaiiiis
sad;Mau tidur jam brp juga tetep aja jomblo.
fear;"""gua udh 3 tahun maen aplikasi kaya secret tell whisper tinder , tapi gaberani meet lansng karena gaada yg cakep wkwk. gua m btw"""
netral;Vidcall sabi lah sambil nunggu sahur - M
netral;"""Butuh teman pengantar tidur, tolong dong fc. Kirim id. F"""
anger;KOK UDAH JAM SEGINI SIIII
sad;"""Comfort me, yes? ------"""
anger;perutnya panas abis mkan sambel terasi.. yaa lorrds
joy;Untung ya besok gada kelas
sad;U don't know how to love me when u sober
sad;"""Pgn punaa iphone,,,,,,"""
netral;Mau dong dinyanyiin biar gua bisa tidur
sad;"""People around u stay and gooo nad,kalo cuman cowo kayak gt mah iklashin aja masih banyak kok """
anger;Bosen sama tangan mulu anyink napa si
netral;Gue butuh asisten tapi tinggal disini. . kerjanya cuman nemenin gue aja. Sama bantu2 kerjaan gue yaa gak ribet lah.. ada yg mau? -M
netral;Butuh temen chat barangkali? - f
joy;1999 wildfire ena bgt sumpah
joy;"""M21 yadong nih, asik asik jos"""
joy;F di sini yg males pacaran ? Karena merasa pengen have fun dulu M
joy;oh gua tau disini makanya gamao vidcall kenapa wkwkwk
netral;F wanna rate mine? Lets chat. M
anger;Ngantuk tapi gabisa merem. Maunya apasi bambank!
fear;Menjelang menit-menit horor di kos gua
sad;Stress lg. Nilaiku ada yg c guys ??
netral;Ada yang mau dibincangkan melalui suara? M23
sad;Pengen gitu punya temen chat spesial setiap hari kaya rang orang:' f18
netral;"""ayo chat hehe, tapi tidak menerima obrolan rated, tenkss -f18"""
sad;Gue pengen gitu ngerti rasanya dingertiin????
joy;"""F ada yang mau dienakin? Pake gaya kupu2 boleh, katak boleh, gaya dada ga masalah, gaya siput apalagi. Yang penting dienakin"""
netral;Fc yuk yg F -mhere......
sad;"""gw tiba tiba kepengen aduhh, lagi puasa ga bisa tahan dulu gitu ahhh"""
joy;Ga tega gua c e e s a n sama f meskipun anon ngebayangin buat fantasi s e k s u a l gue Sorry ya bukan munafik siapa yg ga mau M.. Cuma pengen tau aja ternyata ada aja yg mau d ajak ??
sad;"""Kenapa ya dari kmrn saur bareng tmn sma, bukber tmn smp ngebahasnya gue ratu dansalah, tukang mabu, doyan dugem:( mang hrs bahas gituan:("""
joy;Lagi makan indomie+telor+bakso+tehu+sayur. Ok sekian.
sad;"""?? : maaf ya, aku bener2 lupa ultah kamu. Ga bisa ngasih apa2, ucapan pun ngga karena lupa | ?? : gpp, kamu bales chat aku jg udah cukup kok | ?? : oh ydh yg berikutnya aku..."""
sad;Gabisa tidur huhu kumaha ieu zheyeng
netral;"""Ayuk freecall,gabut cuy.gw m25 """
anger;Ini kenapa timeline isinya orang orang pada turn on siiiii
netral;Mending beli makan atau bikin indomie?
joy;thai tea milk coffee mantap
netral;Ada yg pernah beli&nyoba minyak bulus gaaa? Coba pc kalau ada.
joy;"""Kalo punya anak gue kasi nama """"anjay"""" """
joy;"""pengen bgt punya cowo yg bisa nyanyi, mantan2 gue gaada yg bisa nyanyi soalnya hahaha"""
sad;"""anjir jari tangan ampe pegel balesin chat line, tell, sama wa. Pls gw butuh istri-rahat biar gak chatan mulu :))"""
netral;"""Chat yuk m 22 here, belum bisa tidur"""
sad;udah dah gua kalo udah baper bakal lama ilang nya mana suami orng lagi :')
netral;Gimana akhir dari kisah cinta kalian?
sad;Am i good enough for him?
disgusted;"""Gue klo liat org badannya bagus jd lgsg suka gt, baru deh liat muka haha knp ya? Trs TAPI klo udh deket tau sifatnya aneh gitu yaa, malah jd illfeelll ihhh jd ga suka"""
disgusted;"""Bentar, yg mesum2 emg ada beneran cewe yg mau secara cuma2 apa? Dari aplikasi anon begini? Seriusan? Nggggg"""
netral;F yg bisa tidur tengkurep chat sini M
netral;discord yuk freecall m here tp tua
sad;Saat ku ingin menikmati rasanya boker ada bau taik kucing yg menyengat yg merusak kenikmatanku saat boker
netral;F chat dong gw mau mnta sesuatu ada benefit ko
netral;"""Lagu indie barat favorit kalian dong, mau nyari referensi.."""
netral;Freecall yu f? Line atau skype. M22
confused;Bingung dengan cowo yg suka liat betis cw. Hahaha
joy;disini ada yang suka musik 2000s pop punk ga
netral;ada f yang udah nonton video edo? coba kasih tanggapan ke gue.
netral;Nyari cowo yg kalo naik motor dan ngerem tangan ga pake jari tengah
sad;Ada yg mau fc gak gw gak bisa tidur tp cleannn ya f
netral;wdyt kalo ada cewek berhijab ke bar
sad;"""I need pacar onlen, lg males chat tapi, fc aja boleh gak?"""
netral;Barcelona napaa ya? lawan eibar aja gitu bgt mainnya. Effect after lawan liperpul?
sad;Sanggupkah kau dan aku tuk memulai kembali?
netral;F ada yg mau rate gue? M here
sad;Gua udah berdamai sama keadaan. Seharian mata bengep blm ilang masa masih mau nangis lagi. Udah ya
netral;Dan tiba tiba pengen dengerin lagu River - JKT48
anger;Ini burung apk ngapa muncul2 terus dah ??
joy;"""Prinsip anon jam segini, ga ada cewek, hode pun jadi. Hati senang walaupun tak punya uang, hoo"""
netral;m19 pacaran awet di line yuk. Drop id nya aja
joy;Mengaku bujangan jengjeng
netral;https://line.me/R/ti/g/6dj_cI5XL_
joy;Se seneng itu sama dp line gue sampe diliatin terus :(
netral;Chat di line kuy PC ya .M22
sad;Gue kangen dah dibonceng lu:')
sad;Cht dong bosen bgt ew f21
netral;Ini yang jurusan fakultas hukum ada gak yah? M22
sad;Udah lupa rasanya ngobrol jam segini
netral;Pingin ngobrol sama f 24/25. Gw M25
joy;Kepengen enak sama F yg pake hijab pas lagi main
sad;"""Fc aja yuk lah gabut bener, padahal ada kelas pagi :( f22 btw"""
sad;jadi tuh kita sama sama tau kalo kita tuh baper. tp ga ada niatan buat pacaran gt. lebih kaya.. jalanin aja udah. tp dia sering nyeritain mantannya. kan gue males ya lama2
netral;mantan gua main tell ga ya ? Mia kmu disini ?
confused;"""Gue mau minum tp air galon habis, apa yg harus gue lakukan?"""
netral;Masih aja blm bisa tidur. F
netral;F2f yuk. Yang belok tapi. Move
netral;Besok sore agendanya ngapain nih
netral;Intinya nyari cewe baik2 jngan di apps anon.??
anger;"""SEKARANG DI SINI PUN ADA JAM RAWAN YE, DARI TAUN LALU MAEN NIH APK BIASANYA CLEAN CLEAN AJE """
confused;"""Coba jelasin kalo gw mau liat chat dimana, tampilan baru aneh"""
anger;"""Beneran deh, Ba, para tamumu banyak bat yang mesum!!!"""
netral;"""F20. Bisa merem sambil ngomong, kalo gak percaya, boleh fc."""
netral;"""Yang pacarnya sibuk,sini mas temenin. M here"""
sad;Fc yu fc. Gabut saya tu:( m
sad;Ini gak ada yg mau tolongin laptop gw knpa ini woy ??????
joy;seneng bgt akhirnya punya temen yang satu pemikiran. mana dia care bgt. tanggung jwb ya aku baper.
fear;"""Ehh sumpah gua takut bgt, kenapa nih mata gamau merem yaaa"""
sad;Butuh temen chat:( -male 19
sad;Klo mau dapet ada yg pydr nya sakit? Trs bengkak?
sad;WoooWww perih nya badan lgsg mengelupas keliatan dagingnya gara2 kena air panas dari seminggu yg lalu. Bener2 baru berasa perih banget banget nya skrg:)
netral;kenapa belum pada tidur adik-adik? -f38
netral;Rukun iman ads enam satuuuuuuu Maaakkkk apaaaa makkk
anger;Kamu kira saya peduli wahai bambang
anger;Padahal posting gue ga aneh2. Malah di chat aneh2. Dasar cowo2 anon kere. Bisanya cuma pake tangan doang. Nyewa jablai engga kuat. Nyari pacar engga laku. Muka butek
sad;"""Doi gua sakit, merasa bersalah bgt deh karna selalu pulang tengah malem & kecapean. Tapi kan karna nyari modal buat nikah ya mas:(("""
love;Sepanjang hidupku hanya ingin bersamamu~
joy;"""anon cewe yg move dari sini, udah pada gabales chat gua, okay. let's block and delete?? -m"""
sad;Pengen makan tapi males ngunyah
anger;"""yeu songong siate meng, chat aing di ec."""
joy;mantan tbtb chat BAB ku lsg lancar.. aduh makasih mantan. mwa
joy;"""Lay lay lay lay lay lay panggil aku si....? You sing you lose, wahai generasi tua. """
love;Awal gue suka sama dia tuh emang karena dia ganteng sih. Makin sini udah butek gitu tapi gue masih suka. Mungkin sebenernya gue suka kepribadiannya dibanding rupa.
joy;"""Chat hayuuuu gabisa tidur,f"""
joy;Fc yuk lah minat chat aja heheh #Mhere
sad;Pengen posting tapi males ngetik
sad;Penat oh penat... Gue butuh banget orang yg bisa ada saat suka/duka sama gue. Intinya yg enak di ajak ngobrol/cerita/jalan/kuliner & nearby. kalo merasa sama pc aja. M
